new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:33:21,1.0,1.0,1.0,-4,300,
NEW DATA
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:33:24,1.0,1.0,1.0,-4,300,
11:33:26,1.0,1.0,1.0,-4,300,
11:33:27,1.0,1.0,1.0,-4,300,
11:33:28,1.0,1.0,1.0,-4,300,
11:33:29,1.0,1.0,1.0,-4,300,
new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:51:44,1.0,1.0,1.0,-4,300,
11:51:45,1.0,1.0,1.0,-4,300,
11:51:46,1.0,1.0,1.0,-4,300,
NEW DATA
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:51:50,122.0,1.0,1.0,-4,300,
11:51:51,122.0,1.0,1.0,-4,300,
11:51:52,122.0,1.0,1.0,-4,300,
new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
12:20:15,1.0,1.0,1.0,-4,300,
12:20:16,1.0,1.0,1.0,-4,300,
12:20:17,1.0,1.0,1.0,-4,300,
12:20:18,1.0,1.0,1.0,-4,300,
NEW DATA
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
12:20:21,1.0,1.0,1.0,-4,300,
12:20:22,1.0,1.0,1.0,-4,300,
12:20:23,1.0,1.0,1.0,-4,300,
new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
22:19:12,5.0,5.0,5.0,-4,300,
22:19:13,5.0,5.0,5.0,-4,300,
new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
14:19:58,500.0,5.0,5.0,-4,300,
14:20:00,500.0,5.0,5.0,-4,300,
NEW DATA
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
14:20:05,100.0,1.0,5.0,-4,300,
14:20:06,100.0,1.0,5.0,-4,300,
14:20:08,100.0,1.0,5.0,-4,300,
new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
10:25:34,5.0,5.0,5.0,-4,300,
10:25:35,5.0,5.0,5.0,-4,300,
10:25:38,5.0,5.0,5.0,-4,300,
NEW DATA
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
10:25:42,5.0,5.0,5.0,-4,300,
10:25:43,5.0,5.0,5.0,-4,300,
10:25:44,5.0,5.0,5.0,-4,300,
10:25:45,5.0,5.0,5.0,-4,300,
NEW DATA
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
10:25:48,5.0,5.0,5.0,-4,300,
10:25:49,5.0,5.0,5.0,-4,300,
new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
12:34:44,5.0,5.0,5.0,-4,300,
NEW DATA
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
12:34:49,5.0,5.0,5.0,-4,300,
new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
13:55:56,5.0,5.0,5.0,-4,300,
NEW DATA
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
13:55:59,5.0,5.0,5.0,-4,300,
13:56:00,5.0,5.0,5.0,-4,300,
13:56:01,5.0,5.0,5.0,-4,300,
